Country,Origin,Year,Month,Value
Netherlands,Cuba,2016,December,5
Norway,Afghanistan,2016,January,84
Norway,Afghanistan,2016,February,40
Norway,Afghanistan,2016,March,34
Norway,Afghanistan,2016,April,26
Norway,Afghanistan,2016,May,31
Norway,Afghanistan,2016,June,24
Norway,Afghanistan,2016,July,36
Norway,Afghanistan,2016,August,37
Norway,Afghanistan,2016,September,12
Norway,Afghanistan,2016,October,18
Norway,Afghanistan,2016,November,19
Norway,Afghanistan,2016,December,12
Norway,Jordan,2016,February,*
Norway,Jordan,2016,March,6
Norway,Jordan,2016,May,*
Norway,Jordan,2016,August,*
Norway,Jordan,2016,September,*
Norway,Jordan,2016,November,*
Norway,Jordan,2016,December,*
Romania,Dem. Rep. of the Congo,2016,January,*
Romania,Dem. Rep. of the Congo,2016,August,*
Romania,Cuba,2016,June,*
Romania,Cuba,2016,August,*
Romania,Dominican Rep.,2016,March,*
Romania,Eritrea,2016,April,6
Romania,Eritrea,2016,September,7
Romania,Ethiopia,2016,September,*
Norway,Kazakhstan,2016,September,*
Norway,Kazakhstan,2016,October,*
Norway,Kazakhstan,2016,December,*
Norway,Lebanon,2016,January,*
Norway,Lebanon,2016,February,*
Norway,Lebanon,2016,March,*
Norway,Lebanon,2016,May,*
Norway,Lebanon,2016,July,*
Norway,Lebanon,2016,August,*
Norway,Lebanon,2016,October,*
Norway,Lebanon,2016,November,7
Norway,Hungary,2016,May,*
Norway,Kenya,2016,May,*
Norway,Sri Lanka,2016,March,*
Norway,Sri Lanka,2016,May,*
Norway,Sri Lanka,2016,June,*
Norway,Sri Lanka,2016,July,*
Norway,Sri Lanka,2016,August,*
Norway,Sri Lanka,2016,December,*
Netherlands,Lebanon,2016,January,7
Netherlands,Lebanon,2016,February,*
Netherlands,Lebanon,2016,March,5
Netherlands,Lebanon,2016,April,*
Netherlands,Lebanon,2016,June,10
Netherlands,Lebanon,2016,July,8
Netherlands,Lebanon,2016,August,*
Netherlands,Lebanon,2016,September,*
Netherlands,Lebanon,2016,October,6
Netherlands,Lebanon,2016,November,*
Netherlands,Lebanon,2016,December,6
Romania,Palestinian,2016,February,*
Romania,Palestinian,2016,March,*
Romania,Palestinian,2016,April,*
Romania,Palestinian,2016,May,*
Romania,Palestinian,2016,December,5
Norway,Côte d'Ivoire,2016,July,*
Norway,Kyrgyzstan,2016,April,*
Norway,Kyrgyzstan,2016,May,*
Norway,Kyrgyzstan,2016,October,*
Norway,Kyrgyzstan,2016,December,*
Norway,Rep. of Korea,2016,July,*
Norway,Rep. of Korea,2016,August,*
Norway,Kuwait,2016,January,*
Norway,Kuwait,2016,May,*
Norway,Kuwait,2016,September,*
Norway,Lithuania,2016,March,*
Norway,Lithuania,2016,April,*
Netherlands,Sri Lanka,2016,January,*
Netherlands,Sri Lanka,2016,February,*
Netherlands,Sri Lanka,2016,March,*
Netherlands,Sri Lanka,2016,April,5
Netherlands,Sri Lanka,2016,May,*
Netherlands,Sri Lanka,2016,June,*
Netherlands,Sri Lanka,2016,August,*
Norway,India,2016,March,*
Norway,India,2016,April,*
Norway,India,2016,June,*
Norway,India,2016,August,*
Norway,India,2016,September,6
Norway,India,2016,December,*
Netherlands,Sri Lanka,2016,September,*
Netherlands,Sri Lanka,2016,October,*
Netherlands,Sri Lanka,2016,November,*
Netherlands,Sri Lanka,2016,December,*
Netherlands,Madagascar,2016,June,*
Netherlands,Madagascar,2016,September,*
Spain,Belarus,2016,January,*
Spain,Belarus,2016,February,*
Spain,Belarus,2016,March,*
Spain,Belarus,2016,April,*
Spain,Belarus,2016,June,*
Spain,Belarus,2016,September,*
Spain,Belarus,2016,October,*
Norway,Mauritania,2016,January,*
Norway,Mauritania,2016,February,*
Norway,Ireland,2016,April,*
Netherlands,Mauritania,2016,July,*
Netherlands,Mauritania,2016,September,*
Netherlands,Mauritania,2016,October,*
Netherlands,Mauritania,2016,December,*
Spain,Bolivia (Plurinational State of),2016,March,*
Spain,Bolivia (Plurinational State of),2016,April,*
Spain,Bolivia (Plurinational State of),2016,June,*
Spain,Bolivia (Plurinational State of),2016,October,*
Spain,Bolivia (Plurinational State of),2016,December,*
Spain,Brazil,2016,February,*
Spain,Brazil,2016,April,*
Spain,Brazil,2016,May,*
Spain,Brazil,2016,June,*
Spain,Brazil,2016,August,*
Spain,Brazil,2016,September,*
Spain,Brazil,2016,October,*
Spain,Brazil,2016,November,*
Norway,The former Yugoslav Rep. of Macedonia,2016,January,*
Norway,The former Yugoslav Rep. of Macedonia,2016,February,5
Norway,The former Yugoslav Rep. of Macedonia,2016,March,*
Norway,The former Yugoslav Rep. of Macedonia,2016,April,*
Norway,The former Yugoslav Rep. of Macedonia,2016,June,*
Norway,The former Yugoslav Rep. of Macedonia,2016,July,9
Norway,The former Yugoslav Rep. of Macedonia,2016,October,*
Norway,Rep. of Moldova,2016,April,*
Norway,Rep. of Moldova,2016,November,*
Norway,Rep. of Moldova,2016,December,*
Norway,Mexico,2016,February,*
Norway,Mexico,2016,August,*
Norway,Iran (Islamic Rep. of),2016,January,20
Norway,Iran (Islamic Rep. of),2016,February,9
Norway,Iran (Islamic Rep. of),2016,March,7
Norway,Iran (Islamic Rep. of),2016,April,8
Norway,Iran (Islamic Rep. of),2016,May,*
Norway,Iran (Islamic Rep. of),2016,June,12
Norway,Iran (Islamic Rep. of),2016,July,*
Norway,Iran (Islamic Rep. of),2016,August,19
Norway,Iran (Islamic Rep. of),2016,September,20
Norway,Iran (Islamic Rep. of),2016,October,15
Norway,Iran (Islamic Rep. of),2016,November,7
Norway,Iran (Islamic Rep. of),2016,December,7
Netherlands,The former Yugoslav Rep. of Macedonia,2016,January,27
Netherlands,The former Yugoslav Rep. of Macedonia,2016,February,21
Netherlands,The former Yugoslav Rep. of Macedonia,2016,March,26
Netherlands,The former Yugoslav Rep. of Macedonia,2016,April,36
Netherlands,The former Yugoslav Rep. of Macedonia,2016,May,43
Netherlands,The former Yugoslav Rep. of Macedonia,2016,June,63
Netherlands,The former Yugoslav Rep. of Macedonia,2016,July,64
Netherlands,The former Yugoslav Rep. of Macedonia,2016,August,67
Netherlands,The former Yugoslav Rep. of Macedonia,2016,September,24
Netherlands,The former Yugoslav Rep. of Macedonia,2016,October,23
Netherlands,The former Yugoslav Rep. of Macedonia,2016,November,15
Netherlands,The former Yugoslav Rep. of Macedonia,2016,December,21
Spain,Bosnia and Herzegovina,2016,October,*
Spain,Central African Rep.,2016,January,8
Spain,Central African Rep.,2016,February,44
Spain,Central African Rep.,2016,March,18
Spain,Central African Rep.,2016,April,*
Norway,Mali,2016,February,*
Norway,Mali,2016,April,*
Norway,Mali,2016,July,*
Norway,Mali,2016,August,*
Norway,Malawi,2016,December,*
Netherlands,Rep. of Moldova,2016,April,*
Netherlands,Rep. of Moldova,2016,July,*
Netherlands,Rep. of Moldova,2016,August,*
Netherlands,Rep. of Moldova,2016,September,*
Netherlands,Rep. of Moldova,2016,October,*
Netherlands,Rep. of Moldova,2016,November,*
Netherlands,Maldives,2016,May,*
Netherlands,Maldives,2016,October,*
Spain,Central African Rep.,2016,May,*
Spain,Central African Rep.,2016,June,*
Spain,Central African Rep.,2016,July,*
Spain,Central African Rep.,2016,August,*
Spain,Central African Rep.,2016,September,*
Spain,Central African Rep.,2016,October,5
Spain,Central African Rep.,2016,November,6
Spain,Central African Rep.,2016,December,7
Spain,Chad,2016,March,*
Spain,Chad,2016,April,*
Spain,Chad,2016,July,*
Spain,Chad,2016,October,*
Spain,Chad,2016,November,*
Spain,Chad,2016,December,*
Norway,Liberia,2016,January,*
Norway,Liberia,2016,August,*
Norway,Liberia,2016,October,*
Norway,Liberia,2016,December,*
Norway,Mongolia,2016,March,*
Norway,Mongolia,2016,June,*
Norway,Mongolia,2016,October,*
Norway,Mongolia,2016,November,*
Norway,Iraq,2016,January,36
Norway,Iraq,2016,February,27
Norway,Iraq,2016,March,23
Norway,Iraq,2016,April,14
Norway,Iraq,2016,May,29
Norway,Iraq,2016,June,17
Norway,Iraq,2016,July,13
Norway,Iraq,2016,August,19
Norway,Iraq,2016,September,10
Norway,Iraq,2016,October,9
Norway,Iraq,2016,November,6
Norway,Iraq,2016,December,12
Netherlands,Mexico,2016,February,*
Netherlands,Mexico,2016,July,*
Spain,China,2016,January,14
Spain,China,2016,February,5
Spain,China,2016,March,6
Spain,China,2016,April,15
Spain,China,2016,May,33
Spain,China,2016,June,21
Spain,China,2016,July,5
Spain,China,2016,August,8
Spain,China,2016,September,27
Spain,China,2016,October,14
Spain,China,2016,November,6
Spain,China,2016,December,5
Spain,Chile,2016,January,*
Spain,Chile,2016,May,*
Spain,Chile,2016,July,*
Spain,Chile,2016,August,*
Spain,Chile,2016,September,*
Spain,Chile,2016,October,*
Spain,Chile,2016,December,*
Norway,Libya,2016,January,*
Norway,Libya,2016,February,*
Norway,Libya,2016,March,6
Norway,Libya,2016,May,*
Norway,Libya,2016,July,*
Norway,Libya,2016,August,*
Norway,Libya,2016,September,*
Norway,Libya,2016,October,6
Norway,Libya,2016,November,*
Norway,Libya,2016,December,*
Norway,Ukraine,2016,January,*
Norway,Ukraine,2016,February,*
Norway,Ukraine,2016,March,*
Norway,Ukraine,2016,April,*
Norway,Ukraine,2016,June,5
Norway,Ukraine,2016,July,5
Norway,Ukraine,2016,August,*
Norway,Ukraine,2016,October,*
Norway,Ukraine,2016,November,*
Norway,United States of America,2016,June,*
Norway,United States of America,2016,July,*
Norway,United States of America,2016,November,*
Norway,Israel,2016,August,*
Norway,Israel,2016,September,*
Norway,Israel,2016,November,*
Norway,Italy,2016,May,*
Norway,Italy,2016,July,*
Norway,Syrian Arab Rep.,2016,January,85
Norway,Syrian Arab Rep.,2016,February,53
Norway,Syrian Arab Rep.,2016,March,41
Norway,Syrian Arab Rep.,2016,April,31
Norway,Syrian Arab Rep.,2016,May,26
Norway,Syrian Arab Rep.,2016,June,44
Norway,Syrian Arab Rep.,2016,July,42
Norway,Syrian Arab Rep.,2016,August,51
Norway,Syrian Arab Rep.,2016,September,63
Norway,Syrian Arab Rep.,2016,October,24
Norway,Syrian Arab Rep.,2016,November,34
Norway,Syrian Arab Rep.,2016,December,35
Norway,United Rep. of Tanzania,2016,February,*
Norway,United Rep. of Tanzania,2016,December,*
Norway,Uzbekistan,2016,January,7
Norway,Uzbekistan,2016,February,*
Norway,Uzbekistan,2016,March,*
Norway,Uzbekistan,2016,April,6
Norway,Uzbekistan,2016,August,*
Norway,Uzbekistan,2016,September,*
Norway,Uzbekistan,2016,October,*
Norway,Venezuela (Bolivarian Republic of),2016,June,*
Norway,Venezuela (Bolivarian Republic of),2016,September,*
Norway,Venezuela (Bolivarian Republic of),2016,October,5
Norway,Venezuela (Bolivarian Republic of),2016,November,*
Norway,South Sudan,2016,May,*
Norway,South Sudan,2016,September,*
Norway,South Sudan,2016,November,*
Norway,Tajikistan,2016,January,*
Norway,Tajikistan,2016,April,*
Norway,Tajikistan,2016,May,*
Norway,Tajikistan,2016,June,*
Norway,Tajikistan,2016,July,*
Norway,Tajikistan,2016,August,*
Norway,Tajikistan,2016,December,*
Norway,Turkmenistan,2016,June,*
Norway,Turkmenistan,2016,September,*
Norway,Togo,2016,October,*
Netherlands,Tajikistan,2016,February,*
Netherlands,Tajikistan,2016,May,6
Netherlands,Tajikistan,2016,July,*
Netherlands,Tajikistan,2016,August,*
Netherlands,Tajikistan,2016,October,5
Netherlands,Tajikistan,2016,November,*
Netherlands,Tajikistan,2016,December,*
Spain,Cameroon,2016,January,5
Spain,Cameroon,2016,February,9
Spain,Cameroon,2016,March,10
Spain,Cameroon,2016,April,13
Spain,Cameroon,2016,May,9
Spain,Cameroon,2016,June,12
Spain,Cameroon,2016,July,14
Spain,Cameroon,2016,August,7
Spain,Cameroon,2016,September,10
Spain,Cameroon,2016,October,10
Spain,Cameroon,2016,November,16
Spain,Cameroon,2016,December,9
Norway,Yemen,2016,February,6
Norway,Yemen,2016,May,*
Norway,Yemen,2016,August,*
Norway,Yemen,2016,September,*
Norway,Yemen,2016,November,*
Norway,Yemen,2016,December,*
Norway,Zambia,2016,January,*
Norway,Zambia,2016,April,*
Norway,Tunisia,2016,February,*
Norway,Tunisia,2016,May,*
Norway,Tunisia,2016,June,*
Norway,Tunisia,2016,July,*
Norway,Tunisia,2016,August,*
Norway,Tunisia,2016,November,*
Netherlands,Togo,2016,July,*
Netherlands,Togo,2016,September,*
Netherlands,Togo,2016,December,*
Norway,Somalia,2016,January,21
Norway,Somalia,2016,February,20
Norway,Somalia,2016,March,20
Norway,Somalia,2016,April,19
Norway,Somalia,2016,May,22
Norway,Somalia,2016,June,9
Norway,Somalia,2016,July,10
Norway,Somalia,2016,August,12
Norway,Somalia,2016,September,11
Norway,Somalia,2016,October,*
Norway,Somalia,2016,November,*
Norway,Somalia,2016,December,*
Norway,Spain,2016,May,*
Norway,Spain,2016,June,*
Spain,Congo,2016,January,*
Spain,Congo,2016,March,*
Spain,Congo,2016,April,*
Spain,Congo,2016,May,*
Spain,Congo,2016,June,*
Spain,Congo,2016,July,*
Spain,Congo,2016,September,*
Spain,Congo,2016,October,*
Spain,Congo,2016,November,*
Spain,Congo,2016,December,*
Norway,Zimbabwe,2016,January,*
Norway,Zimbabwe,2016,March,*
Norway,Zimbabwe,2016,May,*
Norway,Zimbabwe,2016,December,*
New Zealand,Afghanistan,2016,February,*
New Zealand,Afghanistan,2016,May,*
New Zealand,Afghanistan,2016,July,*
New Zealand,Afghanistan,2016,October,*
New Zealand,Afghanistan,2016,December,*
New Zealand,Egypt,2016,February,*
New Zealand,Egypt,2016,December,*
Norway,Viet Nam,2016,February,*
Norway,Viet Nam,2016,August,*
Norway,Viet Nam,2016,November,*
Spain,Sri Lanka,2016,March,8
Spain,Sri Lanka,2016,April,*
Spain,Sri Lanka,2016,May,*
Spain,Sri Lanka,2016,June,*
Spain,Sri Lanka,2016,July,*
Spain,Sri Lanka,2016,August,*
Spain,Sri Lanka,2016,September,*
Spain,Sri Lanka,2016,October,5
Spain,Sri Lanka,2016,November,*
Spain,Sri Lanka,2016,December,*
Netherlands,Trinidad and Tobago,2016,January,*
Netherlands,Trinidad and Tobago,2016,March,*
Netherlands,Trinidad and Tobago,2016,May,*
Netherlands,Trinidad and Tobago,2016,June,*
Netherlands,Trinidad and Tobago,2016,July,*
Netherlands,Trinidad and Tobago,2016,October,*
Netherlands,Trinidad and Tobago,2016,November,7
Netherlands,Trinidad and Tobago,2016,December,*
Norway,Turkey,2016,January,*
Norway,Turkey,2016,February,*
Norway,Turkey,2016,March,*
Norway,Turkey,2016,April,*
Norway,Turkey,2016,May,*
Norway,Turkey,2016,June,*
Norway,Turkey,2016,July,*
Norway,Turkey,2016,August,12
Norway,Turkey,2016,September,17
Norway,Turkey,2016,October,28
Norway,Turkey,2016,November,13
Norway,Turkey,2016,December,*
New Zealand,Bahrain,2016,February,*
New Zealand,Bahrain,2016,April,*
New Zealand,Bahrain,2016,October,*
New Zealand,Bahrain,2016,December,*
New Zealand,Bangladesh,2016,March,*
New Zealand,Bangladesh,2016,May,*
New Zealand,Bangladesh,2016,August,*
Spain,Mauritania,2016,January,*
Spain,Mauritania,2016,February,*
Spain,Mauritania,2016,March,*
Spain,Mauritania,2016,May,*
Spain,Mauritania,2016,September,*
Spain,Mauritania,2016,October,*
Spain,Mauritania,2016,November,*
Spain,Mauritania,2016,December,*
Spain,The former Yugoslav Rep. of Macedonia,2016,January,*
Netherlands,Tunisia,2016,January,*
Netherlands,Tunisia,2016,February,*
Netherlands,Tunisia,2016,March,5
Netherlands,Tunisia,2016,April,*
Netherlands,Tunisia,2016,May,*
Netherlands,Tunisia,2016,June,8
Netherlands,Tunisia,2016,July,6
Netherlands,Tunisia,2016,August,15
Netherlands,Tunisia,2016,September,34
Netherlands,Tunisia,2016,October,48
Netherlands,Tunisia,2016,November,44
Netherlands,Tunisia,2016,December,32
Norway,Uganda,2016,March,*
Norway,Uganda,2016,April,*
Norway,Uganda,2016,May,*
Norway,Uganda,2016,June,*
Norway,Uganda,2016,July,*
Norway,Uganda,2016,August,*
Norway,Uganda,2016,September,*
Norway,Uganda,2016,October,*
New Zealand,Bangladesh,2016,September,*
New Zealand,Bangladesh,2016,October,*
New Zealand,Bangladesh,2016,November,*
New Zealand,Bangladesh,2016,December,*
New Zealand,Brazil,2016,April,*
New Zealand,Brazil,2016,December,5
Norway,Stateless,2016,January,16
Norway,Stateless,2016,February,8
Norway,Stateless,2016,March,9
Norway,Stateless,2016,April,17
Norway,Stateless,2016,May,9
Norway,Stateless,2016,June,5
Norway,Stateless,2016,July,15
Norway,Stateless,2016,August,18
Norway,Stateless,2016,September,20
Norway,Stateless,2016,October,5
Norway,Stateless,2016,November,22
Norway,Stateless,2016,December,14
Norway,Sao Tome and Principe,2016,November,*
Spain,Rep. of Moldova,2016,January,*
Spain,Rep. of Moldova,2016,February,*
Spain,Rep. of Moldova,2016,March,*
Spain,Rep. of Moldova,2016,April,5
Spain,Rep. of Moldova,2016,May,*
Spain,Rep. of Moldova,2016,June,*
Spain,Rep. of Moldova,2016,August,*
Spain,Rep. of Moldova,2016,October,*
Spain,Rep. of Moldova,2016,November,*
Spain,Rep. of Moldova,2016,December,*
Spain,Mexico,2016,January,*
Spain,Mexico,2016,February,*
Spain,Mexico,2016,March,*
Spain,Mexico,2016,May,*
Spain,Mexico,2016,June,*
Spain,Mexico,2016,July,*
Spain,Mexico,2016,August,*
Spain,Mexico,2016,September,*
Spain,Mexico,2016,October,*
Spain,Mexico,2016,November,*
Netherlands,Turkey,2016,January,5
Netherlands,Turkey,2016,February,*
Netherlands,Turkey,2016,March,*
Netherlands,Turkey,2016,April,*
Netherlands,Turkey,2016,May,6
Netherlands,Turkey,2016,June,*
Netherlands,Turkey,2016,July,17
Netherlands,Turkey,2016,August,63
Netherlands,Turkey,2016,September,65
Netherlands,Turkey,2016,October,48
Netherlands,Turkey,2016,November,48
Netherlands,Turkey,2016,December,30
Poland,Cuba,2016,October,*
Poland,Eritrea,2016,August,*
Poland,Ethiopia,2016,April,*
Norway,Sudan,2016,January,*
Poland,Palestinian,2016,June,*
Netherlands,Uganda,2016,January,7
Netherlands,Uganda,2016,February,*
Netherlands,Uganda,2016,March,7
Netherlands,Uganda,2016,April,*
Netherlands,Uganda,2016,May,11
Netherlands,Uganda,2016,June,10
Netherlands,Uganda,2016,July,*
Netherlands,Uganda,2016,August,5
Netherlands,Uganda,2016,September,8
Netherlands,Uganda,2016,October,10
Netherlands,Uganda,2016,November,12
Netherlands,Uganda,2016,December,8
Poland,Egypt,2016,February,*
Poland,Egypt,2016,March,*
Poland,Egypt,2016,April,*
Poland,Egypt,2016,August,*
Poland,Egypt,2016,October,*
Norway,Sudan,2016,February,7
Norway,Sudan,2016,March,6
Norway,Sudan,2016,April,*
Norway,Sudan,2016,May,*
Norway,Sudan,2016,June,6
Norway,Sudan,2016,July,6
Norway,Sudan,2016,August,*
Norway,Sudan,2016,September,*
Norway,Sudan,2016,October,*
Norway,Sudan,2016,November,*
Norway,Sudan,2016,December,*
Norway,Sweden,2016,May,*
Norway,Sweden,2016,June,*
Norway,Switzerland,2016,January,*
Spain,Mali,2016,January,22
Spain,Mali,2016,February,24
Spain,Mali,2016,March,10
Spain,Mali,2016,April,16
Spain,Mali,2016,May,14
Spain,Mali,2016,June,24
Spain,Mali,2016,July,13
Spain,Mali,2016,August,20
Spain,Mali,2016,September,27
Spain,Mali,2016,October,24
Spain,Mali,2016,November,22
Spain,Mali,2016,December,13
